City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
215,quimper,48.0,-4.1,6.310000000000002,93,55,3.09,FR,1674041959
216,vangaindrano,-23.35,47.6,28.689999999999998,62,33,4.12,MG,1674041959
217,anchorage,61.2181,-149.9003,-4.6299999999999955,87,0,2.06,US,1674041960
218,rosarito,32.3333,-117.0333,8.950000000000045,73,29,0.64,MX,1674041960
219,esperance,-33.8667,121.9,16.510000000000048,66,36,8.78,AU,1674041586
220,chandpur,29.15,78.2667,15.860000000000014,33,39,2.64,IN,1674041960
221,bonthe,7.5264,-12.505,31.860000000000014,48,8,1.32,SL,1674041474
222,port shepstone,-30.7414,30.455,27.450000000000045,74,16,5.5,ZA,1674041961
223,mandalgovi,45.7625,106.2708,-14.549999999999955,51,100,9.66,MN,1674041961
224,misratah,32.3754,15.0925,20.439999999999998,28,0,9.05,LY,1674041962
225,inhuma,-6.6683,-41.7078,28.52000000000004,50,76,3.05,BR,1674041962
226,moose factory,51.2585,-80.6094,-9.0,86,100,5.66,CA,1674041962
227,richards bay,-28.783,32.0377,35.700000000000045,42,85,7.39,ZA,1674041453
228,kjollefjord,70.9457,27.3465,-0.9699999999999704,63,0,1.54,NO,1674041963
229,rafai,4.95,23.9167,37.58000000000004,14,11,1.72,CF,1674041964
230,huarmey,-10.0681,-78.1522,20.52000000000004,82,77,2.02,PE,1674041964
231,songkhla,6.8333,100.6667,28.03000000000003,83,97,3.86,TH,1674041378
232,campo verde,-20.4167,-54.0667,24.860000000000014,78,100,2.15,BR,1674041964
233,saint-pierre,-21.3393,55.4781,29.390000000000043,70,20,14.4,RE,1674041494
234,east london,-33.0153,27.9116,30.52000000000004,66,0,5.14,ZA,1674041152
235,benxi,41.2886,123.765,-3.819999999999993,59,10,3.25,CN,1674041965
236,teregova,45.15,22.2833,11.660000000000025,68,82,5.18,RO,1674041966
237,caravelas,-17.7125,-39.2481,25.840000000000032,80,11,1.09,BR,1674041966
238,san cristobal,7.7669,-72.225,19.100000000000023,75,33,0.38,VE,1674041522
239,dingle,10.9995,122.6711,24.460000000000036,92,100,3.23,PH,1674041483
240,ouesso,1.6136,16.0517,38.35000000000002,20,70,1.55,CG,1674041966
241,vanimo,-2.6741,141.3028,25.180000000000007,89,94,4.58,PG,1674041967
242,tommot,58.9564,126.2925,-53.97999999999999,100,67,0.29,RU,1674041967
243,dicabisagan,17.0818,122.4157,22.99000000000001,89,100,4.9,PH,1674041968
244,constitucion,-35.3333,-72.4167,17.390000000000043,50,15,0.29,CL,1674041535
245,hervey bay,-25.2986,152.8535,23.560000000000002,72,2,5.92,AU,1674041969
246,maryville,35.7565,-83.9705,11.03000000000003,96,100,0.45,US,1674041969
247,cerrik,41.0317,19.9758,14.75,71,100,4.88,AL,1674041969
248,suwalki,54.1118,22.9309,1.0400000000000205,97,100,4.76,PL,1674041969
249,karimpur,23.9667,88.6167,18.79000000000002,38,0,1.79,IN,1674041970
250,guaca,6.8762,-72.8559,11.600000000000023,85,58,1.31,CO,1674041970
251,siswa bazar,27.15,83.7667,15.350000000000023,49,0,2.49,IN,1674041970
252,perigueux,45.1833,0.7167,4.670000000000016,66,25,1.8,FR,1674041971
253,sao gabriel da cachoeira,-0.1303,-67.0892,21.660000000000025,96,99,0.78,BR,1674041971
254,waipawa,-41.4122,175.5153,12.740000000000009,96,40,1.94,NZ,1674041971
255,tyrma,50.0833,132.1667,-26.69999999999999,92,100,1.28,RU,1674041971
256,pochinki,54.6988,44.8668,-4.96999999999997,91,100,5.15,RU,1674041972
257,haicheng,40.8516,122.7475,-2.109999999999957,57,6,6.26,CN,1674041972
258,ambon,-3.6954,128.1814,28.08000000000004,78,20,2.57,ID,1674041972
259,yining,29.0361,114.5636,5.410000000000025,43,4,0.85,CN,1674041973
260,port moresby,-9.4431,147.1797,26.680000000000007,83,20,5.14,PG,1674041485
261,lata,40.1629,-8.3327,8.930000000000007,81,98,5.05,PT,1674041528
262,te anau,-45.4167,167.7167,13.230000000000018,88,85,1.24,NZ,1674041446
263,pinega,64.7001,43.3936,-9.069999999999993,95,98,3.15,RU,1674041973
264,ayorou,14.7308,0.9174,29.670000000000016,9,2,5.79,NE,1674041974
265,erenhot,43.6475,111.9767,-11.529999999999973,75,23,6.96,CN,1674041481
266,hambantota,6.1241,81.1185,29.189999999999998,74,20,6.17,LK,1674041975
267,hamza,40.4264,71.4956,1.9700000000000273,45,1,1.8,UZ,1674041975
268,brae,60.3964,-1.353,3.8799999999999955,60,96,10.04,GB,1674041975
269,kaitangata,-46.2817,169.8464,13.550000000000011,97,50,1.02,NZ,1674041450
270,fortuna,40.5982,-124.1573,5.520000000000039,94,40,5.14,US,1674041490
271,yumen,40.2833,97.2,-10.519999999999982,66,20,11.89,CN,1674041531
272,goderich,43.7501,-81.7165,3.2800000000000296,87,100,5.66,CA,1674041556
273,lingao,19.9103,109.6859,15.379999999999995,78,100,5.36,CN,1674041976
274,saryozek,44.3583,77.9753,-13.21999999999997,76,0,1.39,KZ,1674041976
275,hauterive,46.0901,3.4459,1.420000000000016,82,98,4.03,FR,1674041977
276,lakatoro,-16.0999,167.4164,26.210000000000036,87,100,5.69,VU,1674041977
277,sibolga,1.7427,98.7792,25.210000000000036,81,100,0.68,ID,1674041978
278,touros,-5.1989,-35.4608,28.730000000000018,65,81,6.35,BR,1674041448
279,kazachka,53.3644,38.0694,-0.01999999999998181,92,100,8.04,RU,1674041978
280,laguna,38.421,-121.4238,5.600000000000023,94,0,0.0,US,1674041526
281,saint anthony,45.0205,-93.218,-1.4699999999999704,90,100,2.06,US,1674041606
282,grand gaube,-20.0064,57.6608,28.220000000000027,77,100,4.02,MU,1674041475
283,saint-francois,46.4154,3.9054,0.6899999999999977,88,75,5.66,FR,1674041484
284,puerto rico,-26.796,-55.024,29.370000000000005,51,0,0.81,AR,1674041980
285,marsa matruh,31.3525,27.2453,19.110000000000014,48,0,4.12,EG,1674041612
286,samarai,-10.6167,150.6667,27.200000000000045,80,99,4.12,PG,1674041980
287,lagoa,39.05,-27.9833,13.180000000000007,69,2,3.8,PT,1674041451
288,geraldton,-28.7667,114.6,25.230000000000018,57,1,9.26,AU,1674041454
289,cabo san lucas,22.8909,-109.9124,19.170000000000016,83,45,4.37,MX,1674041435
290,taseyevo,57.2169,94.8978,-36.25999999999999,100,6,1.3,RU,1674041981
291,mayo,38.8876,-76.5119,8.180000000000007,92,40,2.06,US,1674041981
